Country,Happiness Score_2015,GDP per Capita_2015,Family_2015,Healthy Life Expectancy_2015,Freedom_2015,Perception of Government Corruption_2015,Generosity_2015,Happiness Score_2016,GDP per Capita_2016,Family_2016,Healthy Life Expectancy_2016,Freedom_2016,Perception of Government Corruption_2016,Generosity_2016,Happiness Score_2017,GDP per Capita_2017,Family_2017,Healthy Life Expectancy_2017,Freedom_2017,Perception of Government Corruption_2017,Generosity_2017,Happiness Score_2018,GDP per Capita_2018,Family_2018,Healthy Life Expectancy_2018,Freedom_2018,Perception of Government Corruption_2018,Generosity_2018,Happiness Score_2019,GDP per Capita_2019,Family_2019,Healthy Life Expectancy_2019,Freedom_2019,Perception of Government Corruption_2019,Generosity_2019,Happiness Score_2020,GDP per Capita_2020,Family_2020,Healthy Life Expectancy_2020,Freedom_2020,Perception of Government Corruption_2020,Generosity_2020,6 Year Average
Tunisia,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,5.045,0.97724,0.43165,0.59577,0.23553000000000002,0.0817,0.03936,4.80499982833862,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,4.592,0.9,0.9059999999999999,0.69,0.271,0.063,0.04,4.461,0.9209999999999999,1.0,0.815,0.16699999999999998,0.055,0.059000000000000004,4.392199993,0.874742687,0.8721677059999999,0.781156719,0.23586055600000005,0.043899573,0.055881143,4.67236663688977
Palestine,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11250999999999999,4.754,0.67024,0.71629,0.56844,0.17744000000000001,0.10613,0.11154000000000001,4.77500009536743,0.716249227523804,1.1556471586227401,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,4.743,0.642,1.217,0.602,0.266,0.076,0.086,4.6960000000000015,0.657,1.247,0.672,0.225,0.066,0.10300000000000001,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.07191365200000001,0.091816261,4.705966712394571
Bangladesh,4.694,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,4.643,0.54177,0.24749000000000002,0.52989,0.39778,0.12583,0.19132000000000002,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.17225535213947304,4.5,0.532,0.85,0.579,0.58,0.14400000000000002,0.153,4.456,0.562,0.9279999999999999,0.723,0.527,0.14300000000000002,0.166,4.832799911,0.556156278,0.8688005809999999,0.694940507,0.604130566,0.176735908,0.17674511699999998,4.622299952105956
Iran,4.686,1.0088,0.54447,0.69805,0.30033000000000004,0.058629999999999995,0.38086,4.813,1.11758,0.38856999999999997,0.64232,0.22544,0.0557,0.38538,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.048761073499918005,0.387242913246155,4.707,1.0590000000000002,0.7709999999999999,0.691,0.45899999999999996,0.129,0.282,4.548,1.1,0.8420000000000001,0.785,0.305,0.125,0.27,4.672399998,1.029322505,0.8862711790000001,0.749053836,0.301195472,0.142651513,0.27697894,4.68639998504366
Ukraine,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.12297477573156401,0.0230294708162546,0.270061463117599,4.103,0.7929999999999999,1.413,0.609,0.163,0.011000000000000001,0.187,4.332,0.82,1.39,0.7390000000000001,0.17800000000000002,0.01,0.187,4.56069994,0.780434608,1.321316481,0.6986743809999999,0.319423705,0.00965116,0.17855131600000002,4.349450022424926
Iraq,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,4.575,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.10721575468778599,0.19963726401329,4.456,1.01,0.971,0.536,0.304,0.095,0.14800000000000002,4.437,1.043,0.98,0.574,0.24100000000000002,0.08900000000000001,0.14800000000000002,4.7848000530000006,0.9820187090000001,1.011466622,0.529350698,0.283588052,0.073164992,0.15300206800000002,4.57113337840629
South Africa,4.6419999999999995,0.9204899999999999,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,4.459,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.0725094974040985,0.13936237990856198,4.724,0.94,1.41,0.33,0.516,0.055999999999999994,0.10300000000000001,4.7219999999999995,0.96,1.351,0.469,0.389,0.055,0.13,4.814099789,0.9021404390000001,1.259086251,0.407034069,0.43478182,0.05950214,0.12640684800000002,4.69834996419755
Ghana,4.633,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.04355,0.23087,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.0253363698720932,0.25692394375801103,4.657,0.5920000000000001,0.8959999999999999,0.337,0.499,0.028999999999999998,0.212,4.996,0.611,0.868,0.486,0.381,0.04,0.245,5.1479997630000005,0.575862467,0.96636796,0.432162255,0.47729006399999996,0.056570380999999996,0.261291206,4.638333274759847
Zimbabwe,4.61,0.271,1.0327600000000001,0.33475,0.25861,0.08079,0.18987,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503,3.875,0.3758465349674221,1.08309590816498,0.19676375389099104,0.336384207010269,0.0953753814101219,0.189143493771553,3.6919999999999997,0.35700000000000004,1.094,0.248,0.406,0.099,0.132,3.6630000000000003,0.366,1.114,0.433,0.361,0.08900000000000001,0.151,3.2992000580000003,0.425564021,1.0478352309999999,0.375037611,0.37740472,0.080928579,0.151349187,3.888700009666667
Liberia,4.5710000000000015,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24361999999999998,3.622,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.04852,0.24063,3.532999992370609,0.11904179304838199,0.8721179366111759,0.229918196797371,0.33288118243217496,0.0389482490718365,0.26654988527298,3.495,0.076,0.858,0.267,0.419,0.03,0.20600000000000002,3.975,0.073,0.922,0.44299999999999995,0.37,0.033,0.233,4.557899952,0.174103007,0.9207339290000001,0.392284274,0.405943096,0.051139875999999994,0.22696787100000002,3.958983324061769
India,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,4.404,0.74036,0.29247,0.45091000000000003,0.40285,0.08722,0.25028,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.23153848946094505,4.19,0.721,0.747,0.485,0.539,0.09300000000000001,0.172,4.015,0.755,0.765,0.588,0.498,0.085,0.2,3.573299885,0.730576158,0.644198656,0.54057014,0.5811422470000001,0.105587982,0.237072483,4.177049990370077
Haiti,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,4.0280000000000005,0.34097,0.29561,0.27494,0.12072000000000001,0.14476,0.47958,3.6029999256133998,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,0.4892037808895109,3.582,0.315,0.7140000000000001,0.289,0.025,0.10400000000000001,0.392,3.597,0.32299999999999995,0.688,0.449,0.026000000000000002,0.11,0.419,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.161935672,0.463909656,3.841466641435567
Democratic Republic of the Congo,4.5169999999999995,0.0,1.0012,0.09806000000000001,0.22605,0.07625,0.24834,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003,4.2800002098083505,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,4.245,0.069,1.136,0.204,0.312,0.052000000000000005,0.19699999999999998,4.418,0.094,1.125,0.35700000000000004,0.26899999999999996,0.053,0.212,4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.081466645,0.254324883,4.340500013301392
Nepal,4.513999999999999,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.059070000000000004,0.32295999999999997,4.793,0.4462600000000001,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.4403059482574461,0.0729755461215973,0.3940961658954621,4.88,0.425,1.228,0.539,0.526,0.078,0.302,4.913,0.446,1.226,0.677,0.439,0.08900000000000001,0.285,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.127502963,0.300971806,4.866533295364746
Ethiopia,4.512,0.19072999999999998,0.60406,0.44055,0.4345,0.15048,0.24325,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,4.46000003814697,0.339233845472336,0.8646692037582401,0.35340970754623396,0.408842742443085,0.16545571386814098,0.31265074014663696,4.35,0.308,0.95,0.391,0.452,0.146,0.22,4.2860000000000005,0.336,1.033,0.532,0.344,0.1,0.209,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.117437035,0.227698103,4.383700030024495
Sierra Leone,4.507,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.08786000000000001,0.21488000000000002,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,4.70900011062622,0.36842092871666,0.984136044979095,0.005564753897488121,0.318697690963745,0.0710951760411263,0.293040901422501,4.5710000000000015,0.256,0.813,0.0,0.355,0.053,0.23800000000000002,4.374,0.268,0.841,0.242,0.309,0.045,0.252,3.926399946,0.24056038300000002,0.747984946,0.20395396600000001,0.38202768600000003,0.047940935999999996,0.257647008,4.453733342771037
Mauritania,4.436,0.45407,0.86908,0.35874,0.24231999999999998,0.17461,0.21899999999999997,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22685999999999998,4.29199981689453,0.6484572887420649,1.2720308303833001,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,4.356,0.557,1.245,0.292,0.129,0.09300000000000001,0.134,4.49,0.57,1.167,0.489,0.066,0.08800000000000001,0.106,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.122257635,0.128899664,4.358266625149089
Kenya,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,4.356,0.52267,0.7624,0.30146999999999996,0.40576,0.06686,0.41328000000000004,4.55299997329712,0.560479462146759,1.0679507255554201,0.30998834967613204,0.45276376605033897,0.0646413192152977,0.444860309362411,4.41,0.493,1.048,0.45399999999999996,0.504,0.055,0.35200000000000004,4.5089999999999995,0.512,0.983,0.581,0.431,0.053,0.3720000000000001,4.583000183,0.47641339899999996,0.905077755,0.536312759,0.519180536,0.067201078,0.39390209299999995,4.4716666927161866
Armenia,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,4.3210000000000015,0.816,0.99,0.6659999999999999,0.26,0.027999999999999997,0.077,4.559,0.85,1.055,0.815,0.28300000000000003,0.064,0.095,4.676799774,0.8082624079999999,1.0345768929999999,0.77585727,0.37807580799999996,0.104618184,0.107225738,4.4404666169201255
Botswana,4.332,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,3.9739999999999998,1.09426,0.89186,0.34752,0.44088999999999995,0.10769000000000001,0.12425,3.7660000324249294,1.12209415435791,1.2215549945831299,0.34175550937652605,0.505196332931519,0.0985831990838051,0.0993484482169151,3.59,1.0170000000000001,1.1740000000000002,0.41700000000000004,0.557,0.092,0.042,3.488,1.041,1.145,0.5379999999999999,0.455,0.1,0.025,3.4788999560000002,0.997548997,1.08569479,0.494101733,0.50908941,0.101786368,0.033407487,3.7714833314041543
Myanmar,4.3069999999999995,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.79588,4.395,0.34112,0.69981,0.3988,0.42691999999999997,0.20243,0.81971,4.54500007629395,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.8380751609802249,4.308,0.682,1.1740000000000002,0.429,0.58,0.17800000000000002,0.598,4.36,0.71,1.181,0.555,0.525,0.172,0.5660000000000001,4.308000088,0.67809093,1.098178267,0.49544307600000004,0.5974788670000001,0.18753035399999998,0.569813728,4.370500027382325
Georgia,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.25166663527488703,0.0540088154375553,4.34,0.853,0.5920000000000001,0.643,0.375,0.215,0.038,4.519,0.8859999999999999,0.6659999999999999,0.752,0.34600000000000003,0.16399999999999998,0.043,4.672599792,0.847198069,0.7311939000000001,0.6946576240000001,0.485494107,0.174088076,0.047609735,4.394433261155477
Malawi,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,4.1560000000000015,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,3.97000002861023,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.0727116540074348,0.28717046976089505,3.5869999999999997,0.18600000000000005,0.541,0.306,0.531,0.08,0.21,3.41,0.191,0.56,0.495,0.44299999999999995,0.08900000000000001,0.218,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.131633952,0.21318505699999998,3.825500022601705
Sri Lanka,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828000000000003,4.415,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.49086356163024897,4.471,0.9179999999999999,1.314,0.672,0.585,0.05,0.307,4.3660000000000005,0.9490000000000001,1.265,0.831,0.47,0.047,0.244,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.049444564,0.25266614600000004,4.38166669970341
Cameroon,4.252,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.05786,0.20618000000000009,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.23629845678806305,4.975,0.535,0.8909999999999999,0.182,0.45399999999999996,0.043,0.183,5.044,0.5489999999999999,0.91,0.331,0.381,0.037000000000000005,0.187,5.084899902,0.503958046,0.89972645,0.270189553,0.4392424820000001,0.054393422000000004,0.198020101,4.760650012276897
Bulgaria,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,4.217,1.11306,0.92542,0.67806,0.21219000000000002,0.00615,0.12793,4.71400022506714,1.1614590883255,1.4343794584274299,0.708217680454254,0.2892317175865169,0.0110515309497714,0.113177694380283,4.933,1.054,1.515,0.7120000000000001,0.359,0.009000000000000001,0.064,5.011,1.092,1.5130000000000001,0.815,0.311,0.004,0.081,5.101500034,1.046554685,1.4605789180000002,0.7777768970000001,0.417820066,0.0,0.10383371300000001,4.699083376511189
Egypt,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.114381365478039,0.128631442785263,4.419,0.885,1.025,0.5529999999999999,0.312,0.107,0.092,4.166,0.9129999999999999,1.0390000000000001,0.644,0.24100000000000002,0.067,0.076,4.151400089,0.8752289409999999,0.982539535,0.596911311,0.37368473399999996,0.095461793,0.068801254,4.337900037085734
Yemen,4.077,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.07854,0.09131,3.7239999999999998,0.57939,0.47493,0.31048000000000003,0.2287,0.058920000000000014,0.09821,3.59299993515015,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979506,0.0567674227058887,0.104125209152699,3.355,0.442,1.073,0.34299999999999997,0.244,0.064,0.083,3.38,0.287,1.163,0.46299999999999997,0.14300000000000002,0.077,0.10800000000000001,3.5274000169999997,0.392701775,1.177477121,0.41500017,0.243721485,0.08735212699999999,0.09468901199999999,3.6093999920250255
Mali,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064000000000002,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727805,0.306613743305206,0.10497024655342098,0.183354198932648,4.447,0.37,1.2329999999999999,0.152,0.3670000000000001,0.055999999999999994,0.139,4.39,0.385,1.105,0.308,0.327,0.052000000000000005,0.153,4.729300021999999,0.35246264899999996,0.97314173,0.234981522,0.377534449,0.062146275999999986,0.16966705,4.30405001320341
Republic of Congo,3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,4.2360000000000015,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.09752999999999999,0.12077,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.0796181336045265,0.12085212767124195,4.559,0.682,0.8109999999999999,0.34299999999999997,0.514,0.077,0.091,4.812,0.6729999999999999,0.799,0.508,0.3720000000000001,0.09300000000000001,0.105,5.1943998339999995,0.633616745,0.7576360109999999,0.45810112399999997,0.386514395,0.118670784,0.11721601300000001,4.513566620562297
Uganda,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,3.739,0.34719,0.90981,0.19625,0.43653000000000003,0.06442,0.27102,4.08099985122681,0.381430715322495,1.12982773780823,0.21763260662555706,0.443185955286026,0.057069718837738,0.32576605677604703,4.1610000000000005,0.322,1.09,0.237,0.45,0.061,0.259,4.189,0.332,1.069,0.44299999999999995,0.35600000000000004,0.06,0.252,4.43200016,0.31233742800000003,1.052327394,0.378311664,0.401682556,0.063818842,0.264807373,4.088833335204469
Senegal,3.904,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.2084300000000001,4.218999999999999,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.11546044796705199,0.183468893170357,4.631,0.429,1.117,0.433,0.406,0.08199999999999999,0.138,4.681,0.45,1.1340000000000001,0.5710000000000001,0.292,0.07200000000000001,0.153,4.980800152,0.5040618179999999,0.95459342,0.518391907,0.352400899,0.081865937,0.164397135,4.491799999902018
Gabon,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.062439999999999996,4.46500015258789,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.0760467872023582,0.0437853783369064,4.758,1.036,1.1640000000000001,0.40399999999999997,0.35600000000000004,0.052000000000000005,0.032,4.7989999999999995,1.057,1.183,0.5710000000000001,0.295,0.055,0.043,4.829299927,0.9880443809999999,1.10639751,0.522574842,0.36945989700000004,0.05580453900000002,0.052013602,4.478050013264649
Niger,3.845,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,3.8560000000000003,0.1327,0.6053,0.26161999999999996,0.38040999999999997,0.17176,0.2097,4.02799987792969,0.16192533075809498,0.993025004863739,0.26850500702858,0.36365869641304,0.13857294619083402,0.22867384552955602,4.166,0.131,0.867,0.221,0.39,0.099,0.175,4.628,0.138,0.774,0.366,0.318,0.102,0.188,4.909599781,0.10833033199999999,0.7038001420000001,0.29881635300000003,0.435311615,0.137554765,0.20817689600000008,4.2387666098216155
Cambodia,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,4.433,0.5489999999999999,1.088,0.457,0.696,0.065,0.256,4.7,0.574,1.122,0.637,0.609,0.062,0.23199999999999998,4.8484001160000005,0.544634938,1.0714260340000001,0.587904334,0.674940348,0.072837502,0.233342081,4.312566722875407
United Republic of Tanzania,3.781,0.2852,1.00268,0.38215,0.32878,0.057470000000000014,0.34376999999999996,3.6660000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,3.303,0.455,0.991,0.381,0.48100000000000004,0.09699999999999999,0.27,3.2310000000000003,0.47600000000000003,0.885,0.499,0.41700000000000004,0.147,0.276,3.4762001039999997,0.457163125,0.872674644,0.442677855,0.5093430879999999,0.20388086100000002,0.27154091,3.467700013518637
Madagascar,3.681,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,3.695,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.07506,0.2204,3.64400005340576,0.305808693170547,0.9130203723907472,0.375223308801651,0.18919676542282104,0.0672319754958153,0.208732530474663,3.7739999999999996,0.262,0.9079999999999999,0.402,0.221,0.049,0.155,3.9330000000000003,0.27399999999999997,0.9159999999999999,0.555,0.14800000000000002,0.040999999999999995,0.16899999999999998,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.076248638,0.191190064,3.8154333127342936
Chad,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,3.763,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.04952,0.18667,3.9360001087188703,0.43801298737525896,0.953855872154236,0.0411347150802612,0.16234202682972002,0.0535818822681904,0.21611385047435802,4.301,0.358,0.907,0.053,0.18899999999999997,0.06,0.18100000000000002,4.35,0.35,0.7659999999999999,0.192,0.174,0.078,0.198,4.422699928,0.30228748899999996,0.739118278,0.1087441,0.22860176899999998,0.085755408,0.210805088,4.073283339453145
Guinea,3.656,0.17417,0.46475,0.24009,0.37725,0.12139000000000001,0.28657,3.6069999999999998,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,3.50699996948242,0.24454993009567305,0.7912446856498722,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,3.964,0.344,0.792,0.21100000000000002,0.39399999999999996,0.094,0.185,4.534,0.38,0.8290000000000001,0.375,0.332,0.086,0.207,4.949299812,0.390007734,0.75136596,0.333655238,0.37187805799999996,0.11220455900000001,0.249490842,4.03621663024707
Ivory Coast,3.655,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,3.9160000000000004,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.130061775445938,0.201237469911575,4.671,0.541,0.872,0.08,0.467,0.10300000000000001,0.146,4.944,0.569,0.8079999999999999,0.23199999999999998,0.35200000000000004,0.09,0.154,5.233300208999999,0.537094414,0.7997272609999999,0.154942513,0.39712253200000003,0.09349579400000001,0.16991558699999998,4.4332166728897695
Burkina Faso,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002,4.03200006484985,0.3502277135849001,1.04328000545502,0.21584425866603896,0.32436785101890603,0.12032810598611805,0.250864684581757,4.4239999999999995,0.314,1.097,0.254,0.312,0.128,0.175,4.587,0.331,1.056,0.38,0.255,0.113,0.177,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.126408055,0.18639060899999998,4.189616697974976
Afghanistan,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,3.36,0.38227,0.11037000000000001,0.17344,0.1643,0.07112,0.31268,3.7939999103546103,0.401477217674255,0.581543326377869,0.18074677884578694,0.106179520487785,0.0611578300595284,0.311870932579041,3.6319999999999997,0.332,0.537,0.255,0.085,0.036000000000000004,0.191,3.2030000000000003,0.35,0.517,0.361,0.0,0.025,0.158,2.566900015,0.30070585,0.356433839,0.266051531,0.0,0.001225785,0.135234714,3.355149987559102
Rwanda,3.465,0.22208000000000008,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998,3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.5818438529968261,0.455220013856888,0.2527560293674469,3.408,0.332,0.8959999999999999,0.4,0.636,0.444,0.2,3.3339999999999996,0.359,0.711,0.614,0.555,0.41100000000000003,0.217,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.485542476,0.235704988,3.417549987188497
Benin,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,3.484,0.39499,0.10419,0.21028000000000002,0.39747,0.06681000000000001,0.2018,3.65700006484985,0.43108540773391707,0.43529984354972795,0.20993021130561804,0.42596277594566295,0.0609290152788162,0.207948461174965,4.141,0.37799999999999995,0.3720000000000001,0.24,0.44,0.067,0.163,4.883,0.39299999999999996,0.4370000000000001,0.397,0.349,0.08199999999999999,0.175,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.125931874,0.196670428,4.1201666908083086
Burundi,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.90499997138977,0.09162256866693501,0.629793584346771,0.151610791683197,0.0599007532000542,0.0841479450464249,0.20443518459796892,2.905,0.091,0.627,0.145,0.065,0.076,0.149,3.775,0.046,0.447,0.38,0.22,0.18,0.17600000000000002,3.775300026,0.0,0.403575271,0.295212835,0.275399059,0.212186828,0.18740178600000001,3.1950499995649615
Togo,2.839,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517,3.4949998855590803,0.3054447174072269,0.4318825304508211,0.247105568647385,0.38042613863945,0.0956650152802467,0.19689615070819896,3.9989999999999997,0.259,0.474,0.253,0.434,0.10099999999999999,0.158,4.085,0.275,0.5720000000000001,0.41,0.293,0.085,0.177,4.187200069,0.268116266,0.547622859,0.34273117799999997,0.303539038,0.114826456,0.200774252,3.65136665909318
